UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value 
Ekdromoi - AP	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280826-0364-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280826-0364.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	13	14	2	0	1	2	0	31	AD: Combat Jump, Super-Jump, Martial Arts L3	AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	 Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	Nanopulser	Combi Rifle	Pistol	AP CCW		
Ekdromoi	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280826-0364-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280826-0364.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	13	14	2	0	1	2	0	31	AD: Combat Jump, Super-Jump, Martial Arts L3	AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	 Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	Nanopulser	Combi Rifle	Pistol	DA CCW		
Chandra Spec-Ops	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280827-0372-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280827-0372.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		X-X	X	X	X	X	X	X	X	0	0	0	Spec-Op										
Throakitai	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	0	13	360 Visor	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  			Submachine gun	Chain Rifle	Flash Grenades	Pistol	Knife	
Throakitai - combi	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	0	16	360 Visor	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  			Combi Rifle	Nanopulser	Flash Grenades	Pistol	Knife	
Throakitai - Spitfire	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	1	23	360 Visor	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  			Spitfire	Nanopulser	Pistol	Knife		
Throakitai - LRL	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	1	25	360 Visor	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  			Submachine gun	Light Rocket Launcher	Pistol	Knife		
Throakitai - Eng	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	0	20	Engineer, 360 Visor	Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	 360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	Combi Rifle	Nanopulser	Flash Grenades	Pistol	Knife	
Throakitai - FO	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	0	16	Forward Observer, 360 Visor	Forward Observer	Forward Observer is a Short Skill. A Forward Observer in LoF with an enemy will be able to mark him after passing a WIP roll (Face to Face, or Normal, depending on the case), modified by Covers, Distance, Camouflage and Hiding Special Skill, or an Optical Disruptor Device. Distance Modifiers for marking with Forward Observer are applied as per the following table: There are two types of attacks that can be made as a result of the marking by a Forward Observer:   Speculative: When the Forward Observer passes his WIP Roll, the target remains marked for any other comrade that wants to shoot at that target, and the Speculative Fire Modifier is not applied.   Guided: When the Forward Observer passes his WIP Roll the target will remain marked for any other comrade possessing a weapon with Guided Ammunition. This figure will be able to use the Short Skill Ballistic Skills to hit the marked miniature without a roll required, as the WIP Roll of the Observer substitutes.   A miniature marked by a Forward Observer will be considered as marked until the end of the turn of the player possessing the Observer that marked it. The special equipment of Forward Observers allows them to use the Flash Pulse.  	 360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	Submachine gun	Chain Rifle	Flash Grenades	Pistol	Knife	
Throakitai - Param	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	12	11	13	3	0	1	3	0	16	Medikit, 360 Visor	 360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  			Submachine gun	Chain Rifle	Flash Grenades	Pistol	Knife	
Agema Marksman	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	11	14	2	-3	1	1	0.5	28	X Visor, Multispectral Visor L2, V: Courage	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 Multispectral Visor L2	This allows the performance of Discovery or Shoot rolls without having to apply any Modifier for any level of the Camouflage and Hiding (CH) Special Skill, for Optical Disruption Devices (ODD) and Low Visibility Zones. Level 2 allows LoF through Zero Visibility Zones and doesn't apply the -6 Modifier.  	Mk12	Pistol	Knife			
Agema Marksman - Sniper	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	11	14	2	-3	1	1	1.5	36	Multispectral Visor L2, V: Courage	Multispectral Visor L2	This allows the performance of Discovery or Shoot rolls without having to apply any Modifier for any level of the Camouflage and Hiding (CH) Special Skill, for Optical Disruption Devices (ODD) and Low Visibility Zones. Level 2 allows LoF through Zero Visibility Zones and doesn't apply the -6 Modifier.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	MULTI Sniper Rifle	Pistol	Knife			
Agema Marksman - ML	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	11	14	2	-3	1	1	1.5	38	Multispectral Visor L2, V: Courage	Multispectral Visor L2	This allows the performance of Discovery or Shoot rolls without having to apply any Modifier for any level of the Camouflage and Hiding (CH) Special Skill, for Optical Disruption Devices (ODD) and Low Visibility Zones. Level 2 allows LoF through Zero Visibility Zones and doesn't apply the -6 Modifier.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Missile Launcher	Pistol	Knife			
Eudoros	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	4-4	18	13	13	14	3	-6	1	1	0.5	40	Fireteam: Enomotarchos, Martial Arts L4, Number 2, ODD: Optical Disruptor, V: No Wound Incapacitation, Personality	 Martial Arts L4	Empty Mind: This functions as Sixth Sense L1, cancelling out Martial Arts Skills of Levels 1-3 of opponents. It also makes opponents incapable of turning to face this figure as an ARO when he enters their ZC from behind, unless they have Sixth Sense L2.  	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	Mk12	Nanopulser	Zero-V Smoke Grenades	Pistol	DA CCW	
Eudoros - Lt	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280829-0383.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	4-4	18	13	13	14	3	-6	1	1	0.5	40	Lieutenant, Fireteam: Enomotarchos, Martial Arts L4, Number 2, ODD: Optical Disruptor, V: No Wound Incapacitation, Personality	 Martial Arts L4	Empty Mind: This functions as Sixth Sense L1, cancelling out Martial Arts Skills of Levels 1-3 of opponents. It also makes opponents incapable of turning to face this figure as an ARO when he enters their ZC from behind, unless they have Sixth Sense L2.  	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	Mk12	Nanopulser	Zero-V Smoke Grenades	Pistol	DA CCW	
Nesaie Alke			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	11	14	3	-3	1	1	1.5	27	Fireteam: Enomotarchos, 360 Visor, V: Courage, Personality	 360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Spitfire	Nanopulser	Pistol	Knife		
Nesaie Alke - Lt			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	11	14	3	-3	1	1	1.5	27	Lieutenant, Fireteam: Enomotarchos, 360 Visor, V: Courage, Personality	 360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Spitfire	Nanopulser	Pistol	Knife		
Atlanta			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	14	11	14	2	-6	1	1	1.5	48	Multispectral Visor L2, Companion: Spotbot, Personality	Multispectral Visor L2	This allows the performance of Discovery or Shoot rolls without having to apply any Modifier for any level of the Camouflage and Hiding (CH) Special Skill, for Optical Disruption Devices (ODD) and Low Visibility Zones. Level 2 allows LoF through Zero Visibility Zones and doesn't apply the -6 Modifier.  			MULTI Sniper Rifle	Pistol	Knife			
Spotbot			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	8	8	8	13	1	-6	1	1	0	0	Spotter, Multispectral Visor L2, CH: Mimetism, G: Synchronized, Personality	 Multispectral Visor L2	This allows the performance of Discovery or Shoot rolls without having to apply any Modifier for any level of the Camouflage and Hiding (CH) Special Skill, for Optical Disruption Devices (ODD) and Low Visibility Zones. Level 2 allows LoF through Zero Visibility Zones and doesn't apply the -6 Modifier.  	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	Electric Pulse					
Diomedes	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280833-0418-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280833-0418.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	19	12	13	14	2	-3	1	1	0	44	Martial Arts L3, AD: Combat Jump, Super-Jump, V: No Wound Incapacitation, Personality	Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	Mk12	Nanopulser	Assault Pistol	DA CCW		
Diomedes - Lt	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280833-0418-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280833-0418.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	19	12	13	14	2	-3	1	1	0	44	Lieutenant, Martial Arts L3, AD: Combat Jump, Super-Jump, V: No Wound Incapacitation, Personality	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	Mk12	Nanopulser	Assault Pistol	DA CCW		
Machaon			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	13	15	2	-3	1	1	0.5	39	Fireteam: Enomotarchos, Martial Arts L3, Doctor, ODD: Optical Disruptor, V: No Wound Incapacitation, Personality	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	Combi Rifle	Nanopulser	Zero-V Smoke Grenades	Pistol	DA CCW	
Machaon - Lt			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	13	15	2	-3	1	1	0.5	39	Lieutenant, Fireteam: Enomotarchos, Martial Arts L3, Doctor, ODD: Optical Disruptor, V: No Wound Incapacitation, Personality	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	Combi Rifle	Nanopulser	Zero-V Smoke Grenades	Pistol	DA CCW	
Phoneix	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280830-0393-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280830-0393.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	19	13	13	14	2	-3	1	1	2	44	Fireteam: Enomotarchos, Martial Arts L3, ODD: Optical Disruptor, V: No Wound Incapacitation, Personality	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	Heavy Rocket Launcher	Nanopulser	Smoke Grenades	Pistol	DA CCW	
