UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value 
Metros	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280155-0357-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280155-0357.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	10	11	12	1	0	1	2	0	8	Multiterrain	Multiterrain	Troops with Multiterrain Skill prepare themselves extensively for every mission, training with simulators or in zones that approximate the location where they will carry out their operations. Those troops stationed in adverse environments that include several types of Special Terrain (Aquatic and Jungle, for instance) will also possess Multiterrain. Before starting the battle, figures with Multiterrain will be able to choose in which type of terrain they will be specialized (See Terrain section). They will only be able to choose one type out of the five possible types (Aquatic, Desert, Mountain, Jungle, or Zero-G) and will reduce the MV difficulty of that Terrain by one level. This Special Skill is automatic and does not require any Order to be activated.  			Rifle	Knife	Pistol			
Traktor Mul, Artillery and Support Regiment - Uragan	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	8	10	8	12	2	0	1	2	1	19	G: Remote Presence, Baggage	G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  			Uragan MRL	Electric Pulse				
Traktor Mul, Artillery and Support Regiment - Katyusha	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	8	10	8	12	2	0	1	2	1	18	G: Remote Presence, Baggage	G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  			Katyusha MRL	Electric Pulse				
Traktor Mul, Artillery and Support Regiment	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280150-0323.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	8	10	8	12	2	0	1	2	0	5	Minesweeper, G: Remote Presence, Baggage	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  			Electric Pulse					
William Wallace - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280142-0267-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280142-0267.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	19	13	14	15	3	0	1	1	0	38	Lieutenant, Berserk, Inspiring Leadership, V: No Wound Incapacitation, Personality	 Berserk	The figure is possessed by a brutal blood thirst that throws him into combat despising any safety measures. The CC roll, usually a Face to Face one, becomes a Normal Roll for each combatant. Each makes their Skill Rolls, with a successful attack roll compelling the enemy to make an ARM Roll, so it is possible that both players receive Damage simultaneously. The Berserker receives a bonus of +9 to his CC Attribute in return, but never gains the +3 ARM Defence Bonus for making a successful CC Roll. If the opponent decides to Dodge, a success on his PH Roll will not avoid the blow, but he will be able to move out of CC. Berserk is an automatic Special Skill that does not require Orders to be spent for activation but its use must be declared at the same time as the declaration of a CC Skill use. The use of this Skill is optional and it can only be applied in CC.  	 Inspiring Leadership	If the figure with this Special Skill is the Lieutenant, the Characteristics of Instruction and Fury (Such as Regular, Impetuous, etc.) of all the troops under his command are replaced by his own. While the figure possessing Inspiring Leadership remains conscious on the battlefield, his troops will not disband, behaving as if they were figures with the Religious Troop Special Skill. This Special Skill has no effect on troops possessing Remote Presence.  If an Impetuous Troop, the figure possessing Inspiring Leadership must act before the other members in his group in order to set an example. This Special Skill functions automatically and its use is not optional. It only works while the user is conscious.  	Combi Rifle	Light Flamethrower	Smoke Grenades	Pistol	EXP CCW	
William Wallace	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280142-0267-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280142-0267.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	19	13	14	15	3	0	1	1	0	38	Berserk, Inspiring Leadership, V: No Wound Incapacitation, Personality	Berserk	The figure is possessed by a brutal blood thirst that throws him into combat despising any safety measures. The CC roll, usually a Face to Face one, becomes a Normal Roll for each combatant. Each makes their Skill Rolls, with a successful attack roll compelling the enemy to make an ARM Roll, so it is possible that both players receive Damage simultaneously. The Berserker receives a bonus of +9 to his CC Attribute in return, but never gains the +3 ARM Defence Bonus for making a successful CC Roll. If the opponent decides to Dodge, a success on his PH Roll will not avoid the blow, but he will be able to move out of CC. Berserk is an automatic Special Skill that does not require Orders to be spent for activation but its use must be declared at the same time as the declaration of a CC Skill use. The use of this Skill is optional and it can only be applied in CC.  	 Inspiring Leadership	If the figure with this Special Skill is the Lieutenant, the Characteristics of Instruction and Fury (Such as Regular, Impetuous, etc.) of all the troops under his command are replaced by his own. While the figure possessing Inspiring Leadership remains conscious on the battlefield, his troops will not disband, behaving as if they were figures with the Religious Troop Special Skill. This Special Skill has no effect on troops possessing Remote Presence.  If an Impetuous Troop, the figure possessing Inspiring Leadership must act before the other members in his group in order to set an example. This Special Skill functions automatically and its use is not optional. It only works while the user is conscious.  	Combi Rifle	Light Flamethrower	Smoke Grenades	Pistol	EXP CCW	
Zouaves - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	1	20	Lieutenant, Mechanized Deployment, V: Courage	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Rifle	D.E.P.	Knife	Assault Pistol		
Zouaves - Paramedic	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	0.5	24	Paramedic, MediKit, Mechanized Deployment, V: Courage	Paramedic	This figure is the unit's paramedic and is equipped with MediKits to cure his wounded comrades.  	 MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	Rifle	D.E.P.	Knife	Assault Pistol		
Zouaves - Sniper	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	0.5	28	Sapper, Mechanized Deployment, V: Courage	Sapper	In the Deployment Phase, the figure with this Special Skill can be placed on the game table with a Foxhole Marker (FOXHOLE) beside it. In this state, the miniature is considered to be Prone and in base to base contact with Partial Cover in all directions, even though there may be no scenery item present, and it benefits from the CH: Mimetism and V: Courage Special Skills. Foxholes are fixed positions, to leave them, in an active or reactive turn, requires use of the Get Up Short Movement Skill. Moreover, by spending 1 Order, the figure can dig a new Foxhole, placing a Foxhole Marker beside it and using the above rules. When a miniature leaves a Foxhole, it loses the CH: Mimetism and V: Courage Special Skills, unless it has those Special Skills in addition to Sapper. A Foxhole Marker is removed from the game table when a figure exits it. The Foxhole Marker cannot be used by any figure other than the Sapper.	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	Sniper Rifle	Knife	Pistol			
Zouaves - HMG	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	1.5	31	Sapper, Mechanized Deployment, V: Courage	Sapper	In the Deployment Phase, the figure with this Special Skill can be placed on the game table with a Foxhole Marker (FOXHOLE) beside it. In this state, the miniature is considered to be Prone and in base to base contact with Partial Cover in all directions, even though there may be no scenery item present, and it benefits from the CH: Mimetism and V: Courage Special Skills. Foxholes are fixed positions, to leave them, in an active or reactive turn, requires use of the Get Up Short Movement Skill. Moreover, by spending 1 Order, the figure can dig a new Foxhole, placing a Foxhole Marker beside it and using the above rules. When a miniature leaves a Foxhole, it loses the CH: Mimetism and V: Courage Special Skills, unless it has those Special Skills in addition to Sapper. A Foxhole Marker is removed from the game table when a figure exits it. The Foxhole Marker cannot be used by any figure other than the Sapper.	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	HMG	Knife	Pistol			
Zouaves - Observer	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	0.5	23	Forward Observer, Mechanized Deployment, V: Courage	Forward Observer	Forward Observer is a Short Skill. A Forward Observer in LoF with an enemy will be able to mark him after passing a WIP roll (Face to Face, or Normal, depending on the case), modified by Covers, Distance, Camouflage and Hiding Special Skill, or an Optical Disruptor Device. Distance Modifiers for marking with Forward Observer are applied as per the following table: There are two types of attacks that can be made as a result of the marking by a Forward Observer:   Speculative: When the Forward Observer passes his WIP Roll, the target remains marked for any other comrade that wants to shoot at that target, and the Speculative Fire Modifier is not applied.   Guided: When the Forward Observer passes his WIP Roll the target will remain marked for any other comrade possessing a weapon with Guided Ammunition. This figure will be able to use the Short Skill Ballistic Skills to hit the marked miniature without a roll required, as the WIP Roll of the Observer substitutes.   A miniature marked by a Forward Observer will be considered as marked until the end of the turn of the player possessing the Observer that marked it. The special equipment of Forward Observers allows them to use the Flash Pulse.  	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	Rifle	D.E.P.	Knife	Assault Pistol		
Zouaves - LGL	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	1	21	Mechanized Deployment, V: Courage	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Rifle	Light GL	Knife	Pistol		
Zouaves - E-Mauler	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	1	26	Mechanized Deployment, V: Courage	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Rifle	D.E.P.	E/Mauler	Knife	Assault Pistol	
Zouaves	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280152-0337.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	12	10	13	2	0	1	2	0.5	20	Mechanized Deployment, V: Courage	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Rifle	D.E.P.	Knife	Assault Pistol		
Margot Berthnier, Mirage-5	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280127-0165-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280127-0165.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	14	12	13	3	0	1	1	2	75	AD: Airborne Infiltration, Shock Immunity, Multiterrain, Companion: Duroc, Mirage-5, Personality	AD: Airborne Infiltration	Figures possessing the Special Skill AD: Airborne Infiltration are experienced parachutists, specialized in raiding and penetrating enemy lines. This Special Skill allows the figure, without spending any Orders or making rolls, to perform similarly to AD: Parachutist but without having to choose a specific zone of entry. He must still spend his Order to deploy but may be placed on any border of the game table. The entry point chosen cannot be inside the enemy's Deployment Zone. If a Coordinated Order is used, all miniatures participating must enter through the same table section.  	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	AP Rifle	Light GL	Pistol	Knife		
Duroc, Mirage-5	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280127-0165-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280127-0165.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	6-4	19	10	16	13	3	0	2	1	0	0	AD: Airborne Infiltration, Martial Arts L2, Total Immunity, Super-Jump, Companion: Margot Berthnier, Mirage-5, Personality	AD: Airborne Infiltration	Figures possessing the Special Skill AD: Airborne Infiltration are experienced parachutists, specialized in raiding and penetrating enemy lines. This Special Skill allows the figure, without spending any Orders or making rolls, to perform similarly to AD: Parachutist but without having to choose a specific zone of entry. He must still spend his Order to deploy but may be placed on any border of the game table. The entry point chosen cannot be inside the enemy's Deployment Zone. If a Coordinated Order is used, all miniatures participating must enter through the same table section.  	 Martial Arts L2	Courage: Functions as the Special Skill of Valor: Courage.  	2 Chain Rifles	Grenades	Smoke Grenades	AP CCW		
Van Zant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280115-0075-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280115-0075.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	15	13	13	14	2	0	1	1	0	42	CH: Mimetism, V: Courage, AD: Tactical Jump, Personality	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	AP Rifle	Light Shotgun	Pistol	AP CCW		
Van Zant - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280115-0075-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280115-0075.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	15	13	13	14	2	0	1	1	-1	42	Lieutenant, CH: Mimetism, V: Courage, AD: Tactical Jump, Personality	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	AP Rifle	Light Shotgun	Pistol	AP CCW		
Intel Spec-Ops	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280156-0366-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280156-0366.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		X-X	X	X	X	X	X	X	X	0	0	0	Spec-Op										
Dog-Warriors	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280112-0054-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280112-0054.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	6-4	18	10	16	13	3	0	3	2	0	28	V: Courage, Total Immunity, Super-Jump, Transmutation	V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 Total Immunity	Total Immunity: The miniature is immune to all the special Weapons and Ammunition (Except Adhesive, E/M, Monofilament and Plasma), which are considered as normal attacks.  	Chain Rifle (2)	Grenades	Smoke Grenades	AP CCW		
Briscard	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	0	24	Multispectral Visor L1, Mountain Terrain, V: Courage	Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Marksman Rifle	Knife	Assault Pistol			
Briscard - Sniper	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	1	27	Multispectral Visor L1, Mountain Terrain, V: Courage	Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Sniper Rifle	Knife	Pistol			
Briscard - HRL	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	1.5	34	Multispectral Visor L1, Mountain Terrain, V: Courage	Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Heavy Rocket Launcher	Knife	Assault Pistol			
Briscard - FO	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	0	27	Forward Observer, Multispectral Visor L1, Mountain Terrain, V: Courage	Forward Observer	Forward Observer is a Short Skill. A Forward Observer in LoF with an enemy will be able to mark him after passing a WIP roll (Face to Face, or Normal, depending on the case), modified by Covers, Distance, Camouflage and Hiding Special Skill, or an Optical Disruptor Device. Distance Modifiers for marking with Forward Observer are applied as per the following table: There are two types of attacks that can be made as a result of the marking by a Forward Observer:   Speculative: When the Forward Observer passes his WIP Roll, the target remains marked for any other comrade that wants to shoot at that target, and the Speculative Fire Modifier is not applied.   Guided: When the Forward Observer passes his WIP Roll the target will remain marked for any other comrade possessing a weapon with Guided Ammunition. This figure will be able to use the Short Skill Ballistic Skills to hit the marked miniature without a roll required, as the WIP Roll of the Observer substitutes.   A miniature marked by a Forward Observer will be considered as marked until the end of the turn of the player possessing the Observer that marked it. The special equipment of Forward Observers allows them to use the Flash Pulse.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	Marksman Rifle	Knife	Assault Pistol			
Briscard - Param	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	0	28	Medikit, Multispectral Visor L1, Mountain Terrain, V: Courage	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Marksman Rifle	Knife	Assault Pistol			
Briscard - Lt	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280159-0397.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	14	12	11	13	2	0	1	2	0	24	Lieutenant, Multispectral Visor L1, Mountain Terrain, V: Courage	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Marksman Rifle	Knife	Assault Pistol			
